Date,Titres,Contents
2019-08-16 ,Orange  source de rage infinie ,"Ça fait même pas 2 mois que je suis chez Orange et je regrette déjà d'avoir signé chez cet opérateur... Ce matin  je me lève pour découvrir qu'il n'y a plus de wifi chez moi  la livebox indique ""réseau Orange non détecté""  chose qui ne m'est jamais arrivée après 7 ans chez SFR !  Après plusieurs débranchements/rebranchements et avoir attendu un peu avec l'espoir que ce foutu réseau revienne  je me décide enfin à appeler leur ""assistance""...Pire appel téléphonique que j'ai jamais eu !! Le conseiller a un ton condescendant comme pas possible et balance des phrases qu'il semble lui-même ne pas comprendre. Il devait être en train de lire une notice  j'avais l'impression de parler avec un robot sourd. Quand je demande plus d'explication  il me répète la même phrase en me prenant de haut et avec un petit ""madame"" à la fin.Par exemple  je lui demande ce qu'est la prise téléphonique  au lieu de me dire à quoi elle ressemble  il me répète ""la PRISE TELEPHONIQUE madame"" (sans oublier le petit bruit d'expiration). Oui merci mais quel embout ? La prise murale ou le câble que l'on branche sur la livebox ? Assez ironique car ""la prise téléphonique"" désigne dans un premier temps la prise murale  puis lorsque je dois lui envoyer les photos  cette même ""prise téléphonique"" désigne le câble lié à la livebox. Frustrant.  Orange  si vous engagez des techniciens incompétents qui nous recrachent ce qu'ils lisent sur des notices  autant nous mettre les notices à disposition  ce serait plus simple.C'est une grosse blague."
2019-08-16 ,Tout simplement lamentable le service… ,Tout simplement lamentable le service technique et le service client -aucune réponse clair au problème - personne qui ne comprends pas le français et qui réponds par des phrases toute faite Et qui vous demande de raccrocher
2019-08-16 ,Orange a coupé ma ligne mobile pro… ,Orange a coupé ma ligne mobile pro suite à une demande de changement internet il y a une semaine et en aucun cas une demande de résiliation de ligne mobile  GROSSE BOURDE. Cette ligne n'est toujours pas réactive  cela leur prends plus de 72 heures  une catastrophe pour mon entreprise !!!! Cependant ils n'ont pas l'air de comprendre que c'est de leur fait et ne font rien pour accélérer le processus de remise en marche de ma ligne. Quand on appel sur ma ligne une douce voix dit que ce numéro n'est pas attribué  soit une perte de chiffre d'affaire car personne ne rappellera dessus.
2019-08-15 ,Orange supprime la ligne de mon fils en… ,Orange supprime la ligne de mon fils en la basculant sur du mobicarte ...comme ça en envoyant un simple smsJ ai contacté le service client 3 fois ...eu affaire à des gens bornés qui ne veulent rien comprendre mais surtout qui ne veulent rien faire Ils lisent et débitent des scryptes sans essayer de comprendre le problème ...Bref service client incompétent Très mécontenteIl est inutile de préciser que bien évidemment dés le mois prochain nos 4 forfaits portable et la boxe seront bascules chez un autre opérateurJe pensais que le pire service client était SFR ...a priori je me suis trompée...
2019-08-13 ,Scandaleux honteux 3 semaines de panne … ,Scandaleux honteux 3 semaines de panne    promesse d'un  technicien la société  soys traitante meme pas au courant  à fuir quitter  orange et vite
2019-08-13 ,Scandaleux et honteux ,Je ne reprendrais pas tous les avis déplorables sur les services d’Orange des précédents commentaires  ils sont tous tout à fait exacts.Je viens malheureusement  tout dernièrement  moi-même de subir « la totale »  en ce qui concerne leur incommensurable incompétence  malhonnêteté et in amabilité. Je rajouterais uniquement - ci-après - ce qui a caractérisé leur attitude scandaleuse et honteuse dans mon cas.J’ai en charge les affaires de mon Père  tant de santé  qu’administratives et du quotidien.Mon Père est un Monsieur âgé de 86 ans gravement malade qui n’a plus que comme seul moyen de contact avec les siens  et le monde extérieur  son téléphone fixe.Or  non seulement  Orange a réussi à lui couper sa ligne fixe par erreur  mais  de plus  a mis plus d’un mois et demi à la rétablir.Et a le toupet  de surcroit  de me réclamer le règlement d’une facture de plus de 150 00 € pour tous ces «  non » services !Je ne parle même pas de tous mes appels au 3900 infructueux  de tous les rendez-vous téléphoniques non honorés par Orange  de mes multiples déplacements au logement de mon Père pour tenter de résoudre ce problème  de l’incompétence - et tous leurs diagnostics contradictoires - du personnel qui vous répond  avec « cerise sur le gâteau » leur irrespect et in amabilité total  etc. …Impossible d’être exhaustif tellement la liste est longue …Ne parlons pas  de l’impossibilité de trouver sur l’espace client Orange un endroit pour poster un avis - surtout négatif … - !J’ai vraiment beaucoup d’autres choses à faire plus tôt que de perdre du temps pour Orange  mais  là  ils ont vraiment tellement dépassé les bornes  que je vais  moi aussi  adresser un courrier avec AR à leur Direction Générale  même si ce n’est qu’un copier-coller de ce post.
2019-08-12 ,D'accord avec tout le monde ,D'accord avec tout le monde. Des appels au 3900 à répétitions  4 rdv auxquels personnes ne vient   auxquels on me dit que je n'étais pas la.....mais bien sur  c'est facile! Et bien sur on m'annonce qu'ils seront prélevés!!!! Faites comme nous  opposition sur le prélèvement orange  tant pis s'ils coupent tout. Crotte . 1 mois sans rien ni tel fixe ni internet   ils s'en foutent complet de notre agacement et des pb que ca peut nous créer  et surtout ils sont malhonnêtes et ne pensent qu'a leur profit. Ca me fait péter les plomb de les appeler sans cesse  alors stop. Bye bye orange. Mais vous aurez droit à des courriers au services consommateur .
2019-08-12 ,reseau orange non detecté ,Bonjour à vous  je suis dans l'Oise   et depuis  DEUX MOIS il est impossible d'avoir une connexion filaire correct et durable avec environ UN MOIS sans aucune connexion  pas de téléphone ni d'internet. Je ne compte plus les demandes de réclamations les appels au 3900 cela fait déjà DEUX FOIS que je dois faire 20Kms pour aller chercher un prêt de clef 4 G  avec aucune explication de cette panne incroyable de part et d'autre des  services. Je suis franchement stupéfait de la durée de cette panne nous sommes donc revenu 60 ans en arrière pour avoir une telle incompétence technique ? DEUX MOIS de panne et miracle lorsque cela fonctionne (environ 2 jours/par semaine ce mois d'aout) avec un débit en download de 150K  c'est franchement le retour des modems 50K.Voici le genre de message sur leur  site après accès au dossier de dépannage de notre pb : !!!!++++ Nous avons identifié un incident réseau dans votre quartierVos services voip et internet sont perturbés ou interrompus suite à un incident sur le réseau Orange. Nous prévoyons un rétablissement complet au plus tard le 16/08/2019 à 18:00. Nous vous prions de nous excuser pour la gêne occasionnée.!!!++++Le même message ce matin mais avec la date de rétablissement d'aujourd'hui 18h  et donc comme de bien entendu pas de réseau. Franchement ça va finir quand cette mascarade  DEUX MOIS que ça dure  !!  mais quelle entreprise sérieuse pourrait admettre ce genre de situation abracadabrante vis à vis de ses clients? Non mais franchement ou va t'on? imaginez un technicien autre que chez l'orange  avec la responsabilité d'intervention sur un dépannage  mettre X mois pour régler le pb c'est impensable il se ferait virer pour même pas 1/10  Enfin bref c'est plus que lamentable je ne trouve même plus d'adjectif a la hauteur pour nommer ce genre d’incompétence.Cdt.
2019-08-12 ,Je tiens à vous dire clairement qu un… ,Je tiens à vous dire clairement qu un service si null que le votre j en ai vu null part service technique service commercial et la grosse conne du service maintenance 0 on vous règle plus que le double pour avoir ce service juste à cause d une petite tempête en plein mois d août ça va être quoi l hiver je vous contacte depuis samedi 10 août 2019 un technicien devait passer personne ni passer on est rester attendre comme des imbéciles on est en vacances à la base et comme on a pas internet on ne peut pas envoyer des factures ni de devis à nos clients on a eu des relances depuis vendredi soir de la part de nos clients on a pas arrêté de s excuser pourtant ce n est pas de notre faute  mais malheureusement on paye un service qu il ne doit même pas exister mon conjoint s est fait arnaquer bien comme il faut d accepter un contrat pro nul est comme le votre votre service pro doit plus rester changer ou rester juste en particulier embaucher des gens plus compétant et surtout sympathique en plus vous êtes Chere . on est passer de 50 euros en particulier à 107 euros en pro en plus si quelqu’un se déplace il faut payer 50ht de supp et encore s il se place ???on est où la c est vraiment voler le client et le décevoir et non le satisfaire nul a chi ça fait que 3 mois qu on a le contrat on a déjà eu marre je vous ai contacter 12 fois en 3 mois ?????il faut se poser des questions un conseil important quand le client vous contacte et attend 25 min pour avoir quelqu un noter dans l historique clients des informations comme ça on est pas oublige de répéter de À à Z .meme chez des petits sites sont mieux équipés que vous et ils prennent des notes
2019-08-11 ,A fuir absolument ,Portabilité de ma ligne Bouygues vers Orange.. Écrasement donc de ma ligne par orange. Pas de demande de résiliation faite par Orange. Miami box déconnectée mais Box orange toujours pas activée. Déjà 2 jours de retard. Perte de chiffre sur mon activité. Pas de service client disponible...catastrophe Cest défaillant  incompétent  bref  cest a fuir.
2019-08-09 ,Deux mois de panne sans réparateur ,En panne depuis le 15 juin 2019  j ai eu 2 interventions rapides mais qui n ont duré que quelques heures et cela fait maintenant 1 mois que j attend le technicien : rdv fixés auxquels personne ne vient ni ne tel  refus de répondre du service commercial et du service technique.  J en suis maintenant à 2 mois sans internet ni téléphone...sans aucune explication.  Il n y a plus de sav a orange   juste des pubs tv mensongères
2019-08-08 ,Orange et la connexion ,J'ai jamais vu une connexion aussi instable et aussi nulle  ces gens ne semblent même pas capable d'entretenir leur réseauJe ne recommande pas
2019-08-08 ,Une sacree bande d'incapable et… ,"Une sacree bande d'incapables et d'arnaqueurs  quand vous faites appel à l'assistance  on est dans le grand n'importe quoi  un dit bleu  l'autre dit vert  seule chose qui fonctionne chez eux c'est le prelevement mensuel  c'est pathetique  le pire c'est qu'ls se prennent au serieux ses ""guignols"""
2019-08-08 ,Encore et encore des problèmes pour… ,Encore et encore des problèmes pour ouvrir mon mail (et la ligne fixe).Réinstaller tout et deux jours plus tard  le même problème ...Je paie environ 150 € par mois  vous pouvez vous attendre à un meilleur service pour ce prix ...Il semble grand temps pour moi de changer de fournisseur!
2019-08-06 ,j'aurais bien mis 0 étoile mais c'est… ,j'aurais bien mis 0 étoile mais c'est pas possible. Tarifs prohibitifs comparé à ses concurrents  vous allez payer entre 2 et 100 fois plus cher que chez la concurence pour le même service. De plus si vous ne faites pas partie de leur meilleurs clients le SAV sera bien pire qu'ailleurs certains de leur employés chercheront même à vous sous tirer de l'argent pour régler votre problème
2019-08-06 ,MÉDIOCRE ,MÉDIOCRE ! Voleur ! Escros !Premièrement le passage du technicien qui était prévu l'après-midi  a eu lien le matin !!! Alors que je travail !Ensuite la première box était HS !!!Puis sur les 3 techniciens 2 ne comprenaient rien !!!Et le PONPON !!! On m’annonce 60€  De premier règlement (installation + 1er mois d’abonnement ) et je vois 150€ de prélèvement sur mon compte ?????Je suis étudiante si j’avais su je n’aurais jamais souscrit chez eux !!!! C’est inadmissible ! Ne souscrivez surtout pas !!!
2019-08-03 ,J’ai reçu un commercial à la maison… ,J’ai reçu un commercial à la maison pour me proposer la fibre orange.J’étais chez SOSH et on me dit que c'est la même chose mais le prix chez orange est plus cher que orange.Donc j'ai signé le contrat pour la fibre le 07/05/2019 et le technicien est passé pour l’installation et la mise en route est le 29/05/2019. Orange me prend le tarif pour la fibre à partir de la signature et non de la mise en route de la fibre. Dès que j'ai reçu la facture  je suis reparti chez sosh et pour moins chèreAttention  il ne faut surtout pas faire confiance à Orange et ses commerciaux
